"Landing page type","Landing page path","Online store visitors","Sessions","Sessions with cart additions","Sessions that reached checkout","Sessions that completed checkout"
"Product","/products/surah-al-fatihah-surah-al-ikhlas-calligraphy-canvas-printing-islamic-wall-art",61,70,2,0,0
,"/en-sa/products/ayatul-kursi-calligraphy-islamic-wall-art-set",37,41,2,0,0
,"/en-sa/products/dua-for-protection-evil-eye-islamic-wall-art-metal",21,26,2,2,0
"Product","/products/somalia-wall-map-wooden-home-decor",58,62,2,2,0
"Product","/products/custom-order-payment-link-for-nancy",2,3,2,2,1
"Product","/products/custom-payment-link-for-mirza",11,12,2,2,2
"Product","/products/surah-al-fatihah-islamic-wall-art-canvas-printing",105,122,2,1,0
"Product","/products/set-of-ayatul-kursi-surah-al-falaq-surah-an-nas-shiny-metal-silver-islamic-wall-art",64,71,2,1,1
"Product","/products/surah-al-fatihah-print-on-tempered-glass-islamic-wall-art-decor",12,12,2,0,0
,"/en-sa/products/allah-mohammad-wooden-islamic-wall-art-drop-design",20,21,2,1,1
"Product","/products/four-supplications-of-allah-dhikr-set-metal-islamic-wall-art",75,92,2,2,1
"Product","/products/sufi-dervishes-islamic-wall-art-canvas-printing",44,49,2,1,0
"Product","/products/ramadan-dining-set-ahlan-wa-sahlan-welcome-calligraphy-for-6-persons-24-piece-set",33,34,2,0,0
"Product","/products/custom-order-payment-link-for-farida",3,3,2,2,2
,"/en-sa/products/kiswa-of-kaaba-gate-uv-printed-wooden-islamic-wall-art",24,25,2,2,0
"Product","/products/islamic-style-whirling-dervish-islamic-wall-art-canvas-printing",69,69,2,0,0
"Product","/products/diwani-ayatul-kursi-muslim-jewelry",73,74,2,2,0
"Product","/products/muslim-prayer-rug-brown",145,156,2,1,0
"Product","/products/surah-ar-rad-verse-11-metal-islamic-wall-art-islamic-calligraphy-decor-for-home",80,96,2,0,0
,"/en-sa/products/amana-rasul-uv-print-on-tempered-glass-wall-art-last-2-verses-of-surah-al-baqarah",15,15,2,2,0
"Product","/products/muslim-prayer-carpet-white-red-mosaic-pattern-islamic-prayer-mat",33,33,2,1,0
,"/en-sa/products/bismillah-alhamdulillah-mashallah-latin-islamic-tabletop-art-decor",40,40,2,2,0
"Product","/products/custom-payment-link-isra",1,2,2,1,1
,"/en-sa/products/surah-fatiha-round-muslim-jewelry",17,18,2,0,0
"Product","/products/custom-order-payment-link-for-afroja",4,4,2,1,1
"Product","/products/praying-rug-islam-ivory-blue-floral-patterns-prayer-rug-carpet",45,45,2,0,0
"Product","/products/muslim-wedding-nikkah-sign-glass-decor-surah-nebe-8",188,195,2,1,0
,"/en-sa/products/kufic-first-kalima-metal-clock-islamic-wall-art",34,38,2,0,1
,"/en-sa/products/surah-ar-rahman-13th-verse-islamic-wall-art-canvas-printing",19,19,2,1,0
"Product","/products/surah-ibrahim-7th-verse-tempered-glass-islamic-wall-art-decor",55,61,2,2,0
"Product","/products/custom-payment-link-ayman",7,7,2,1,1
"Product","/products/bismillah-plexi-napkin-holder-with-hanging-string-for-suhoor-and-iftar-table-decor-6-pcs/",9,10,2,1,0
"Product","/products/ramadan-kareem-islamic-gift-eid-decoration-islamic-table-decor",262,266,2,1,0
"Product","/products/palestine-map-with-cultural-values-masjid-al-aqsa-keffiyeh-olive-branch-metal-islamic-wall-art/",31,33,2,1,1
"Product","/products/custom-payment-link-for-suleiman",3,4,2,1,1
"Product","/products/muslim-praying-beads-teal-jade-stone-beads-smooth-rosary",40,40,2,1,0
"Product","/products/custom-payment-link-for-sammy",1,3,2,2,2
"Product","/products/muslim-prayer-mat-blue-green-mosaic-design-prayer-mat-soft-acrylic-fabric",88,94,2,1,1
"Product","/products/surah-nas-kufic-calligraphy-islamic-metal-wall-art",61,64,2,2,0
"Product","/products/la-hawla-wala-quwwata-elegant-islamic-glass-wall-decor",64,65,2,1,0
"Product","/products/dhikr-set-with-arabic-subhanallah-alhamdulillah-allahuakbar-mashallah-inshallah-hasbiyallah-astaghfurullah-wooden-islamic-wall-art",46,49,2,1,0
,"/en-sa/products/4-quls-kufic-basmala-surah-al-falaq-an-nas-al-ikhlas-al-kafirun-wooden-islamic-wall-art",25,27,2,1,0
"Product","/products/dhikr-wall-art-4-powerful-tasbih-prayers-on-glass-diwani-arabic-latin-calligraphy-art",238,238,2,2,0
"Product","/products/canvas-decor-kaaba-islamic-wall-art-canvas-printing",111,119,2,0,0
"Product","/products/ramadan-kareem-islamic-candleholder-with-wooden-stand-elegant-muslim-gift",24,24,2,0,0
,"/en-sa/products/ayatul-kursi-calligraphy-islamic-wall-art-drop",21,22,2,2,0
"Product","/products/canvas-printing-masjid-an-nabawi-islamic-wall-art",68,69,2,2,1
,"/en-sa/products/islamic-gift-wooden-quran-rehal",24,24,2,0,0
"Product","/products/bismillah-circular-napkin-holder-kufic-calligraphy-islamic-dining-table-decor",154,155,2,1,1
"Product","/products/surah-al-falaq-surah-an-nas-acrylic-wooden-islamic-wall-art-decor",39,42,2,0,0
,"/en-sa/products/allah-swt-muhammad-pbuh-shiny-metal-islamic-table-decor",41,43,2,1,0
,"/en-sa/products/dua-for-protection-from-evil-eye-metal",21,22,2,2,0
"Product","/products/kun-faya-kun-muslim-jewelry",85,94,2,2,1
"Product","/products/custom-payment-link-for-sahanna-rahul",4,4,2,2,2
"Product","/products/allah-swt-arabic-calligrahy-islamic-wall-decor-canvas-printing",39,39,2,1,0
,"/en-sa/products/allah-swt-arabic-calligraphy-wooden-islamic-wall-art",16,16,2,0,0
"Product","/products/dua-for-barakah-framed",70,79,2,0,0
"Product","/products/surah-al-fatihah-muslim-jewelry-circle",126,139,2,1,0
"Product","/products/seven-sleepers-multicolor-print-on-tempered-glass-islamic-wall-art",51,53,2,0,0
"Product","/products/kufi-basmala-candleholder-wooden-stand-islamic-table-decor",27,27,2,2,0
"Product","/products/custom-payment-link-for-khouloud",3,3,2,1,1
"Product","/products/ayatul-kursi-calligraphy-islamic-wall-art-canvas-printing",99,107,2,0,0
"Product","/products/surah-al-qadr-reproduction-islamic-decor-canvas-printing",72,72,2,0,0
"Product","/products/whirling-dervish-islamic-modern-gift-canvas-printing",101,102,2,1,1
,"/en-sa/products/palestine-map-necklace",29,31,2,2,0
"Product","/products/custom-payment-link-for-angie",2,3,2,2,1
"Product","/products/surah-hud-ayat-88-tempered-glass-islamic-wall-art-arabic-calligraphy",23,24,2,0,0
"Product","/products/verse-1st-of-surah-fatihah-wooden-islamic-wall-art-decor",28,28,2,0,0
,"/en-sa/products/dua-for-entering-home-islamic-glass-wall-art",19,22,2,1,0
"Product","/products/custom-payment-link-for-sahanna",2,2,2,2,2
"Product","/products/islamic-wall-art-auzu-basmala",65,68,2,2,1
"Product","/products/surah-al-fatihah-surah-al-ikhlas-canvas-printing-islamic-modern-gift",74,75,2,0,0
,"/en-sa/products/ramadan-lantern-metal-islamic-wall-art-home-decor",61,63,2,2,1
"Product","/products/islamic-style-flames-in-darkness-canvas-painting-wall-decor",123,136,2,0,0
"Product","/products/payment-link-for-j-rigby",2,3,2,3,1
"Product","/products/prayer-schedule-decor-for-kids-uv-printing-metal-islamic-table-art-name-customization",81,92,2,1,0
"Product","/products/surah-al-falaq-and-surah-al-nas-shiny-silver-metal-islamic-wall-art",96,103,2,0,1
"Product","/products/prayer-mat",243,251,2,4,1
"Product","/products/muslim-prayer-mat-white-blue-diamond-design-for-praying-soft-acrylic-fabric",57,58,2,1,0
"Product","/products/second-kalima-framed",60,66,2,2,1
"Product","/products/al-asmaul-husna-islamic-wall-decor-canvas-printing",47,48,2,0,0
"Product","/products/surah-al-ikhlas-modern-islamic-wall-art-canvas-printing",46,50,2,0,0
"Product","/products/salawat-metal",71,80,2,1,1
,"/en-sa/products/bismillah-key-holder-latin-calligraphy-islamic-wall-art-decor",20,22,2,0,0
,"/en-sa/products/islamic-necklace-bismillah",9,10,2,1,0
"Product","/products/custom-payment-link-for-emad",3,3,2,1,1
"Product","/products/surah-al-furqan-74th-verse-metal-islamic-wall-art",254,278,2,0,1
"Product","/products/islamic-necklace-tawakkul",95,99,2,1,0
"Product","/products/custom-payment-link-for-triple-set",3,5,2,2,1
"Product","/products/kalima-tawheed-on-tempered-glass-vertical-islamic-wall-art-decor",142,155,2,3,3
"Product","/products/prayer-beads-muslim-mint-green-jade-stone-beads-polished-misbaha-tasbeeh",50,52,2,3,2
"Product","/products/99-names-of-allah-names-of-prophet-muhammad-thuluth-calligraphy-islamic-art-set",132,142,2,1,0
,"/en-sa/products/allah-swt-name-islamic-wall-clock-with-arabic-numbers",17,20,2,0,0
"Product","/products/surah-al-fatihah-kufic-metal-islamic-wall-art",51,58,2,1,0
"Product","/products/entryway-key-holder-bismillah-kufic-calligraphy",60,61,2,2,2
"Product","/products/islamic-decor-whirling-dervish-wall-art-canvas-printing",43,43,2,0,0
,"/en-sa/products/dua-of-prophet-yunus-islamic-wall-art-canvas-printing",13,13,1,1,0
"Product","/products/masjid-al-aqsa-the-dome-of-the-rock-canvas-printing-islamic-wall-art",1,1,1,1,0
"Product","/products/canvas-printing-whirling-dervish-modern-islamic-wall-art",102,108,1,0,0
,"/en-sa/products/ayatul-kursi-round-muslim-jewelry",9,9,1,1,0
,"/en-sa/products/ayatul-kursi-circular-design-tempered-glass-islamic-wall-art",11,11,1,0,0
"Product","/products/set-of-subhanallah-alhamdulillah-allahuakbar-kufic-islamic-wall-decor",25,25,1,0,0
"Product","/products/surah-baqarah-framed",126,135,1,0,0
,"/en-sa/products/surah-al-fatihah-muslim-jewelry-circle",10,10,1,1,0
"Product","/products/wooden-senegal-wall-map-elegant-wooden-office-home-decor",31,39,1,1,0
"Product","/products/kaaba-design-islamic-pendant-necklace--",4,4,1,0,0
"Product","/products/custom-payment-link-for-salma",4,5,1,1,1
"Product","/products/customizable-hajj-mabroor-horizontal-table-decor-memory-of-hajj",51,59,1,1,1
"Product","/products/custom-order-link-for-arwa",1,1,1,1,1
,"/en-sa/products/masjid-al-aqsa-night-view-islamic-wall-art-canvas-print",16,16,1,0,0
,"/en-sa/products/mihrab-wood-islamic-home-decor",35,36,1,1,0
"Product","/products/custom-order-payment-link-for-custom-ayah-115",1,1,1,1,1
"Product","/products/custom-payment-link-for-hoze",6,8,1,1,0
"Product","/products/prayer-rug-islamic-white-red-ornate-design-muslim-carpet-praying",32,32,1,0,0
,"/en-sa/products/bismillah-date-holder-set-wiht-mihrab-motif-ramadan-table-decor",14,14,1,0,0
"Product","/products/al-fatihah-calligraphy-art-islamic-canvas-printing",59,59,1,0,0
"Product","/products/la-tahzen-innallahe-meana-glass-islamic-wall-art-surah-at-tawbah-decor",185,186,1,0,0
"Product","/products/islamic-candleholder-allah-swt-muhammad-pbuh-rashidun-caliphs-muslim-home-decor",28,29,1,1,0
,"/en-sa/products/surah-rahman-ayat-13-glass-islamic-wall-art",10,10,1,0,0
,"/en-sa/products/islamic-wall-art-ayatul-kursi-islamic-canvas-printing",33,33,1,0,0
,"/en-sa/products/ramadan-kareem-islamic-gift-lunate-islamic-wall-art",29,30,1,0,0
"Product","/products/shipping-cost",3,3,1,1,1
"Product","/products/custom-order-link-for-zackria",2,2,1,1,1
,"/en-sa/products/masjid-al-aqsa-masjid-al-haram-masjid-an-nabawi-wooden-islamic-wall-art",27,29,1,1,0
,"/en-sa/products/islamic-wall-clock-ayatul-kursi-calligraphy",13,20,1,0,0
"Product","/products/custom-payment-link-for-rehan",3,3,1,1,1
"Product","/products/al-asmaul-husna-islamic-gift-canvas-printing-islamic-wall-art",40,40,1,0,0
"Product","/products/custom-payment-link-for-tasbeeha",2,2,1,1,1
,"/en-sa/products/prayer-room-decor-wooden-interior-mihrab-islamic-home-decor-12-pointed-star",8,8,1,0,0
,"/en-sa/products/dua-of-prophet-yunus-tempered-glass-islamic-wall-art-decor",5,5,1,0,0
,"/en-sa/products/darood-sharif-art-allahumma-salli-and-barik-matte-metal-islamic-wall-art",4,4,1,1,1
,"/en-sa/products/bismillah-calligraphy-islamic-wall-art",38,39,1,1,0
,"/en-sa/products/surah-al-qalam-verse-of-evil-eye-glass-islamic-wall-art",5,5,1,1,0
"Product","/products/prayer-schedule-decor-for-kids-metal-islamic-table-art",60,63,1,1,0
,"/en-sa/products/wudu-step-by-step-guide-for-kids-islamic-art-decor-on-acrylic",17,18,1,0,0
"Product","/products/surah-yusuf-verse-21-islamic-art-canvas-printing",143,145,1,0,0
,"/en-sa/products/eid-mubarak-wooden-table-art-islamic-gift-ramadan",12,12,1,1,0
"Product","/products/custom-payment-link-for-dihkr",2,3,1,1,1
,"/en-sa/products/islamic-prayer-rug-blue-beige-floral-motifs-janamaz-soft-acrylic-fabric",6,6,1,0,0
"Product","/products/interior-mihrab-islamic-wall-art-wooden-prayer-niche-8-pointed-star-motif",571,573,1,1,0
"Product","/products/kalima-tawheed-tempered-glass-islamic-wall-art",41,41,1,0,0
"Product","/products/first-kalima-tayyaba-islamic-wall-art-circular-metal",119,128,1,0,0
"Product","/products/islamic-prayer-beads-purple-agate-prayer-beads-faceted-cut",31,31,1,0,0
,"/en-sa/products/mashallah-framed",20,20,1,0,0
,"/en-sa/products/ayatul-kursi-kufic-calligraphy-islamic-wall-art",19,19,1,2,1
,"/en-sa/products/basmala-surah-baqarah-metal",8,8,1,0,0
,"/en-sa/products/morocco-map-wooden-wall-map",19,20,1,0,0
"Product","/products/custom-order-link-for-cindy-copy",1,2,1,2,1
,"/en-sa/products/surah-ibrahim-verse-7-metal-islamic-wall-art-1",11,11,1,0,0
,"/en-sa/products/first-kalima-islamic-wall-art-black",8,8,1,1,0
,"/en-sa/products/prophet-muhammad-the-noble-hilya-sharif-hasan-riza-tempered-glass-islamic-wall-art",3,4,1,0,0
"Product","/products/mehndi-sign-glass-nikkah-sign-with-quran-verse",41,41,1,1,0
"Product","/products/first-kalima-surah-al-ikhlas-al-kafirun-canvas-printing-islamic-wall-art",38,39,1,0,0
"Product","/products/custom-order-payment-link-for-hajarr",2,3,1,2,0
,"/en-sa/products/la-ghaliba-illallah-decor-there-is-no-winner-but-allah-metal-islamic-wall-art",21,21,1,1,0
"Product","/products/ayatul-kursi-modern-style-calligraphy-islamic-gift-canvas-printing",67,67,1,0,0
,"/en-sa/products/dua-when-leaving-home-islamic-glass-wall-art",14,15,1,0,0
,"/en-sa/products/libya-wall-map-decor-wooden-art",5,5,1,1,0
"Product","/products/kaaba-bayt-allah-canvas-islamic-wall-art-led-lighted-milky-way-background",67,74,1,0,0
"Product","/products/bismillah-plexi-napkin-holder-with-hanging-string-for-suhoor-and-iftar-table-decor-6-pcs",608,610,1,1,1
"Product","/products/geometric-islamic-candle-holder-spiritual-decor",29,29,1,1,0
,"/en-sa/products/surah-al-fatihah-metal-islamic-wall-art-circular",12,12,1,0,0
"Product","/products/custom-payment-link-for-jafar",8,8,1,1,0
"Product","/products/surah-al-falaq-2-piece-shiny-polished-islamic-metal-wall-art",76,77,1,0,0
,"/en-sa/products/entryway-key-holder-bismillah-kufic-calligraphy",5,5,1,0,0
"Product","/products/islamic-prayer-beads-engraved-kuka-wood-dhikr-misbaha",75,78,1,0,0
,"/en-sa/products/allahuakbar-subhanallah-alhamdulillah-circular-wooden-islamic-wall-art",8,8,1,0,0
"Product","/products/bismillah-islamic-wall-art-metal",101,104,1,0,0
"Product","/products/dhikr-set-subhanallah-alhamdulillah-allahuakbar-mashallah-inshallah-hasbiyallah-astaghfurullah-wooden-islamic-wall-art",43,46,1,1,0
"Product","/products/muslim-prayer-beads-turquoise-natural-stone-bead",88,91,1,1,0
"Product","/products/custom-payment-link-for-rizwan-copy",6,6,1,1,1
"Product","/products/custom-payment-link-for-abdallah",1,1,1,1,1
"Product","/products/muslim-prayer-mat-white-gold-intricate-patterns-muslim-carpet-praying",93,96,1,0,0
"Product","/products/custom-order-payment-link-for-ahmed",26,26,1,1,0
"Product","/products/ayatul-kursi-in-kufic-calligraphy-modern-metal-artwork",122,125,1,0,0
,"/en-sa/products/muslim-prayer-beads-hematite-stone-beads-islamic-rosary",5,6,1,1,0
,"/en-sa/products/ramadan-kareem-islamic-gift-tabletop-decor-in-english-with-minaret",13,13,1,0,0
"Product","/products/full-moon-and-dark-sky-islamic-calligraphy-canvas-printing",66,67,1,1,0
"Product","/products/asma-ul-ushna-calligraphy-islamic-wall-art-decor",1,2,1,1,1
,"/en-sa/products/surah-as-sajdah-islamic-wall-art-canvas-printing",6,6,1,0,0
"Product","/products/custom-payment-link-abdallah-salem",2,2,1,1,1
,"/en-sa/products/islamic-necklace-mashallah",4,4,1,1,0
"Product","/products/kufic-surah-fatihah-wooden-acrylic-islamic-wall-art-decor",29,31,1,0,0
"Product","/products/muslim-prayer-beads-blue-black-marbled-islamic-praying-beads",77,85,1,2,0
"Product","/products/custom-payment-link-for-jilani",1,1,1,1,0
,"/en-sa/products/surah-al-fatiha-verse-one-tempered-glass-islamic-wall-art-decor",7,7,1,0,0
"Product","/products/ramadan-kareem-islamic-gift-islamic-tabletop-decor-dua-shape",58,58,1,0,0
"Product","/products/rabbir-hamhuma-kama-rabbayani-sagira-prayer-metal-islamic-wall-art",423,458,1,0,0
"Product","/products/surah-al-kafirun-islamic-wall-art-kufic",26,26,1,0,0
"Product","/products/bismillah-islamic-tempered-glass-wall-decor-arabic-calligraphy",176,180,1,1,0
"Product","/products/islamic-canvas-wall-art-ayatul-kursi-calligraphy-with-bold-orange-design",84,90,1,0,0
,"/en-sa/products/islamic-metal-wall-art-surah-rahman-13",4,5,1,1,0
"Product","/products/allah-swt-and-mohammad-pbuh-bookend-drop-design-islamic-home-decor",91,92,1,0,0
"Product","/products/custom-order-payment-link-for-mortaza",1,1,1,1,1
"Product","/products/muslim-prayer-beads-kuka-wood-islamic-rosary",92,99,1,2,0
,"/en-sa/products/ayatul-kursi-diwani-khatt-tempered-glass-islamic-wall-art-decor",6,6,1,1,0
"Product","/products/modern-islamic-wall-art-whirling-dervish-islamic-canvas-printing",75,81,1,0,0
,"/en-sa/products/wooden-mihrab-for-your-prayer-room-islamic-wall-art-12-pointed-star",18,18,1,0,0
"Product","/products/al-asmaul-husna-islamic-style-canvas-printing",50,50,1,0,0
,"/en-sa/products/kufic-surah-fatihah-wooden-acrylic-islamic-wall-art-decor",3,3,1,0,0
,"/en-sa/products/basmala-modern-islamic-wall-art-canvas-printing",7,7,1,0,0
"Product","/products/sadaqallahul-azim-wall-art-dua-after-reading-the-holy-quran-islamic-decor",72,73,1,0,0
,"/en-sa/products/islamic-necklace-asma-ul-husna",11,11,1,0,0
,"/en-sa/products/subhanallah-alhamdulillah-allahuakbar-glass-islamic-wall-art-decor",8,9,1,0,0
"Product","/products/mashallah-wooden-acrylic-islamic-wall-art-decor-circular-design",122,125,1,1,0
"Product","/products/islamic-candleholder-4-powerful-dhikr-in-islam-dining-table-decor-for-muslims",42,48,1,1,1
,"/en-sa/products/islamic-gift-shiny-metal-crescent-star-islamic-home-decor",31,32,1,1,1
,"/en-sa/products/geometric-design-mihrab-wooden-islamic-wall-art-prayer-room-accent",9,9,1,0,0
"Product","/products/custom-order-payment-link-for-shoukat",2,3,1,2,1
"Product","/products/islamic-necklace-subhanallah",89,92,1,0,0
"Product","/products/ayatul-kursi-kufic-calligraphy-islamic-wall-art-wooden",43,44,1,0,0
"Product","/products/set-of-first-kalima-allah-swt-prophet-muhammad-pbuh-islamic-wall-art",135,153,1,0,0
"Product","/products/islamic-pendant-sabr",132,140,1,0,0
,"/en-sa/products/surah-al-fatihah-circular-metal-islamic-wall-art",12,12,1,0,0
"Product","/products/tempered-glass-dekor-the-noble-hilya-sharif-hafiz-osman-design-2-islamic-wall-art",112,114,1,1,0
,"/en-sa/products/bismillah-alhamdulillah-subhanallah-inshallah-metal-islamic-wall-art",5,6,1,1,0
"Product","/products/first-kalima-arabic-calligraphy-islamic-tabletop-art-decor",95,96,1,0,0
